trace_index,baseline_trace,avg_no,avg_with,gain,n,avg_prefix_len,baseline_len
89,0 4 5 26 12 7 1 35 8 35 6 10 13 14 13 14 15 16 0 8 33 11 5 5 6 19 20 22 0 4 5 0 17 27 34 25 10 5 19 5 5 12 20 7 21 23,0.3983111111111111,0.7386666666666667,0.3403555555555556,45,23.0,46.0
90,0 12 5 7 33 6 4 2 3 26 25 8 28 10 1 24 13 14 13 14 15 16 0 3 12 28 25 7 1 10 19 20 22 5 19 20 21 23,0.5894054054054054,0.9292972972972973,0.33989189189189184,37,19.0,38.0
91,0 11 5 5 27 17 34 28 3 25 6 5 0 8 5 0 6 5 1 4 3 0 7 6 12 5 13 5 14 16 0 10 5 17 18 0 0 5 1 27 3 5 0 26 4 5 7 6 5 19 5 8 20 31 23,0.4783148148148148,0.8181296296296297,0.33981481481481485,54,27.5,55.0
92,0 8 3 24 1 4 26 5 0 6 12 7 10 13 14 16 0 4 25 5 8 28 0 12 0 5 1 25 0 7 27 34 3 24 5 19 5 20 22 5 23,0.463525,0.803275,0.33974999999999994,40,20.5,41.0
93,0 10 0 4 5 12 7 10 0 25 0 7 4 5 26 0 24 4 6 5 27 5 3 34 0 1 3 25 5 28 5 0 33 2 24 7 10 5 4 1 3 13 14 5 15 5 5 13 14 16 0 24 4 26 0 6 32 33 30 11 19 20 22 5 19 20 21 23,0.43491044776119403,0.7744925373134328,0.3395820895522388,67,34.0,68.0
94,0 11 3 35 8 28 1 25 4 29 30 6 7 12 5 9 10 13 14 15 16 0 3 12 35 6 8 2 24 28 25 0 3 19 20 22 23,0.478,0.8170555555555556,0.33905555555555567,36,18.5,37.0
95,0 7 35 6 8 0 26 4 3 12 8 7 6 1 0 5 25 35 6 8 10 1 12 30 7 13 14 16 0 0 3 17 35 8 19 20 22 23,0.41964864864864865,0.7584324324324324,0.33878378378378377,37,19.0,38.0
96,0 10 12 33 11 5 7 1 13 3 24 14 15 0 8 33 11 25 28 3 12 24 26 4 5 13 14 16 0 7 1 3 0 6 26 3 4 10 19 5 12 20 7 22 19 20 21 23,0.5034893617021277,0.8415744680851064,0.33808510638297873,47,24.0,48.0
97,0 7 1 0 4 35 8 6 13 14 0 26 6 13 14 13 14 16 0 24 35 8 6 19 20 21 0 11 7 26 1 4 33 19 20 22 19 20 5 22 23,0.5479499999999999,0.8854,0.33745,40,20.5,41.0
98,0 10 5 0 8 7 5 10 0 7 5 5 17 18 10 1 12 13 14 5 0 27 4 5 26 13 14 15 5 16 0 1 4 10 19 12 20 7 21 0 17 8 12 19 7 20 22 23,0.46717021276595744,0.804340425531915,0.33717021276595754,47,24.0,48.0
99,0 11 29 12 30 3 24 0 3 4 26 10 7 12 8 35 6 0 6 1 30 3 29 5 12 7 13 14 13 14 16 0 4 26 7 10 0 5 25 8 1 6 7 10 29 30 19 20 22 19 20 31 23,0.5320961538461538,0.8688269230769231,0.3367307692307693,52,26.5,53.0
100,0 5 7 34 10 27 0 3 17 5 33 18 7 5 10 0 10 5 1 5 6 3 24 8 5 0 30 1 3 5 13 14 5 16 0 6 8 7 10 12 26 4 25 28 19 5 20 22 23,0.5447916666666667,0.8814583333333333,0.33666666666666667,48,24.5,49.0
101,0 17 5 35 6 8 10 12 29 5 30 5 0 1 5 6 3 24 5 12 9 7 4 26 0 5 7 13 14 15 0 11 5 27 35 8 34 0 8 5 6 11 13 14 5 16 0 6 1 8 3 19 20 22 19 5 20 31 23,0.48751724137931035,0.8236206896551724,0.3361034482758621,58,29.5,59.0
102,0 3 35 6 25 35 8 7 1 10 12 0 26 4 33 13 11 14 15 16 0 10 12 7 5 0 6 1 3 10 8 19 20 22 23,0.4928235294117647,0.828764705882353,0.33594117647058824,34,17.5,35.0
103,0 5 7 30 29 5 0 5 4 10 0 5 5 5 10 1 7 12 28 25 13 14 15 13 14 5 0 28 8 25 6 5 10 13 14 5 16 0 5 29 6 35 8 4 26 10 3 12 7 19 20 21 19 20 31 19 20 21 23,0.5074827586206897,0.8432413793103448,0.3357586206896551,58,29.5,59.0
104,0 29 12 25 6 0 8 25 28 24 12 4 7 26 10 1 3 13 14 13 14 13 5 14 15 16 0 19 20 22 19 20 22 0 1 26 19 20 21 23,0.5711794871794872,0.9068974358974359,0.3357179487179487,39,20.0,40.0
105,0 5 0 8 34 6 27 30 4 29 3 25 0 8 12 1 3 10 7 29 30 13 14 5 13 14 16 0 27 5 33 8 11 1 5 3 0 5 0 5 1 12 5 17 7 10 5 0 25 8 19 6 5 20 5 5 31 19 20 22 23,0.4765666666666667,0.8122333333333334,0.33566666666666667,60,30.5,61.0
106,0 30 7 3 24 28 6 4 1 26 25 8 12 13 14 13 14 5 15 16 0 5 1 25 28 0 10 0 19 20 5 21 0 5 4 6 17 19 20 31 5 23,0.5085365853658537,0.8439024390243903,0.33536585365853666,41,21.0,42.0
107,0 6 5 0 7 0 7 0 3 5 27 4 26 5 0 7 8 5 6 0 5 5 1 13 14 15 13 14 16 0 10 4 0 6 1 3 5 8 19 20 31 19 20 31 23,0.5145227272727273,0.8496136363636364,0.3350909090909091,44,22.5,45.0
108,0 27 5 1 3 0 5 2 3 17 26 4 5 0 5 35 8 17 29 18 5 26 1 4 5 0 5 7 10 13 12 14 5 13 5 14 13 14 16 0 7 5 0 10 5 17 0 0 3 1 7 5 34 5 10 19 20 31 19 20 22 5 19 5 20 31 23,0.4907121212121212,0.8256363636363636,0.3349242424242424,66,33.5,67.0
109,0 5 12 4 26 0 11 12 5 7 5 0 7 27 5 34 1 25 3 9 10 5 24 0 3 1 5 4 8 13 6 5 14 5 0 17 0 7 4 5 25 3 13 24 14 5 16 0 8 19 20 31 5 0 27 3 12 7 10 25 19 20 21 23,0.5119523809523809,0.8463174603174602,0.3343650793650793,63,32.0,64.0
110,0 4 12 7 27 5 5 6 34 0 5 1 5 7 25 28 8 10 6 12 0 5 13 14 5 0 12 5 5 8 5 17 6 1 30 29 3 24 13 14 5 15 16 0 27 0 19 20 5 22 5 0 4 0 5 10 5 1 7 3 2 24 19 20 21 5 23,0.503909090909091,0.8376818181818182,0.3337727272727272,66,33.5,67.0
111,0 10 5 3 27 34 0 5 2 3 1 10 5 0 10 5 35 8 3 6 0 5 1 3 5 0 1 5 33 0 12 5 7 10 5 0 12 33 17 11 13 14 5 13 14 5 5 5 15 13 14 16 0 4 35 6 1 8 7 19 20 21 19 20 5 21 19 20 31 23,0.4943913043478261,0.8280869565217391,0.33369565217391306,69,35.0,70.0
112,0 10 0 5 25 2 3 6 5 12 8 1 0 17 0 5 6 25 28 0 5 26 2 3 5 27 34 1 5 0 8 3 5 1 2 24 0 26 35 6 7 10 8 5 5 13 14 16 0 4 28 25 8 35 6 0 7 19 20 22 23,0.49265000000000003,0.8255,0.33285,60,30.5,61.0
113,0 1 0 4 7 1 5 3 10 5 8 6 5 0 1 0 4 3 5 1 5 0 3 7 10 6 1 5 8 13 5 5 14 16 0 24 0 19 20 22 23,0.41319999999999996,0.7448,0.33160000000000006,40,20.5,41.0
114,0 17 1 5 3 0 4 8 12 5 27 33 11 1 9 7 3 5 5 24 5 0 7 5 1 3 33 11 5 30 29 5 0 5 4 27 35 8 34 12 7 5 13 5 14 16 0 4 5 27 34 3 5 0 30 5 0 17 19 20 22 5 5 23,0.4795079365079365,0.8096349206349206,0.3301269841269841,63,32.0,64.0
115,0 6 8 5 1 3 10 26 4 7 13 14 13 14 15 16 0 12 19 20 31 0 3 9 7 10 12 19 20 22 23,0.4781,0.8079999999999999,0.3298999999999999,30,15.5,31.0
116,0 8 10 12 0 1 6 8 4 30 26 29 0 6 3 12 9 10 5 7 1 13 14 15 13 14 16 0 11 24 1 3 35 8 12 7 6 19 20 21 19 20 5 31 23,0.5599772727272727,0.8896363636363636,0.32965909090909085,44,22.5,45.0
117,0 12 30 29 8 6 26 25 1 28 4 3 24 7 10 11 13 33 14 13 14 15 5 16 0 3 27 5 34 0 8 5 12 7 0 12 6 8 19 20 5 5 31 0 8 9 7 5 10 1 5 19 5 3 2 24 20 21 23,0.40781034482758616,0.7366034482758621,0.32879310344827595,58,29.5,59.0
118,0 5 24 7 12 10 1 3 8 25 6 30 29 4 11 26 13 14 15 13 14 15 16 0 3 8 35 6 19 20 31 0 7 6 12 19 20 22 23,0.5511842105263158,0.8779210526315788,0.326736842105263,38,19.5,39.0
119,0 1 5 7 0 24 3 5 7 10 5 0 5 8 5 3 6 12 24 7 10 0 17 4 5 26 33 35 8 27 5 34 11 5 10 13 14 15 5 16 0 5 8 7 6 5 10 12 5 0 4 3 5 24 0 5 10 5 4 26 17 18 19 20 31 5 23,0.5045454545454545,0.8303636363636364,0.3258181818181819,66,33.5,67.0
120,0 27 1 5 3 0 5 30 25 0 8 5 5 3 2 24 1 4 11 33 5 0 7 6 8 10 3 5 24 17 18 13 14 5 5 16 0 5 25 5 27 34 17 18 5 0 12 5 6 8 5 0 3 4 26 5 7 19 20 5 22 23,0.5320819672131147,0.8561967213114754,0.32411475409836066,61,31.0,62.0
121,0 1 27 5 34 5 12 7 5 0 12 0 30 0 33 5 0 4 6 5 35 8 7 5 13 10 14 12 5 0 5 12 5 11 13 33 14 16 0 1 12 19 7 10 20 22 0 19 20 21 23,0.53298,0.85704,0.32406,50,25.5,51.0
122,0 8 12 6 7 10 26 1 4 0 6 8 5 2 3 29 7 4 30 10 1 12 13 14 15 16 0 25 8 10 0 6 19 20 21 23,0.42637142857142857,0.7502571428571428,0.3238857142857143,35,18.0,36.0
123,0 5 0 17 1 6 5 35 8 5 29 30 0 7 5 5 25 13 14 13 14 15 0 26 33 11 10 5 5 4 1 2 3 5 0 12 7 9 10 5 5 26 27 4 29 13 5 30 14 5 15 16 0 5 6 29 30 5 0 17 19 20 21 19 5 20 5 31 0 1 3 5 24 19 20 21 5 23,0.34231168831168834,0.6659999999999999,0.3236883116883116,77,39.0,78.0
124,0 5 8 3 24 25 5 0 7 5 8 6 5 0 7 35 8 5 6 5 0 5 27 17 5 5 18 1 7 3 8 6 13 14 16 0 11 0 5 0 17 29 5 30 0 6 5 7 1 10 19 5 20 21 23,0.506962962962963,0.8305,0.32353703703703707,54,27.5,55.0
125,0 33 29 5 5 24 12 7 5 0 10 2 3 24 5 5 27 26 34 0 5 5 17 11 10 33 12 8 7 0 7 5 35 6 5 0 1 5 5 12 7 26 5 10 13 14 13 14 16 0 30 4 5 6 26 19 20 22 19 20 31 23,0.48209836065573775,0.8052950819672131,0.32319672131147537,61,31.0,62.0
126,0 3 4 5 1 0 6 10 5 30 12 26 5 4 0 5 26 10 12 0 17 27 7 34 5 5 13 14 15 16 0 25 10 28 1 12 3 5 19 24 20 31 23,0.40854761904761905,0.7311428571428571,0.32259523809523805,42,21.5,43.0
127,0 6 8 27 34 5 12 5 7 0 8 26 5 5 4 7 12 10 1 13 5 3 5 24 14 15 5 0 5 25 10 4 5 12 7 13 14 5 0 17 4 3 26 25 5 7 28 5 13 14 5 16 0 30 19 20 21 19 20 5 22 19 20 31 23,0.44959375,0.771875,0.32228124999999996,64,32.5,65.0
128,0 12 26 7 11 1 33 10 13 14 15 0 3 11 4 33 25 13 28 14 16 0 29 28 19 25 20 21 19 20 21 23,0.384,0.7058064516129032,0.3218064516129032,31,16.0,32.0
129,0 7 11 5 27 8 5 34 5 0 6 5 0 7 0 8 0 8 5 12 7 4 26 1 5 3 5 0 5 1 3 12 7 10 13 5 14 5 15 16 0 0 4 30 10 29 19 20 21 23,0.4398163265306122,0.7615918367346939,0.3217755102040817,49,25.0,50.0
130,0 25 5 17 18 6 5 8 5 0 5 4 27 0 10 3 5 12 24 1 7 25 6 8 5 13 5 14 0 4 30 25 7 28 5 5 5 1 5 8 3 6 24 13 14 16 0 10 8 19 6 20 21 0 3 4 25 18 17 19 20 22 23,0.5533548387096774,0.8746935483870968,0.3213387096774194,62,31.5,63.0
131,0 12 0 8 5 1 3 5 0 5 26 6 8 5 0 6 5 26 4 0 1 5 30 8 29 5 28 25 5 0 6 5 12 7 10 17 25 18 28 13 14 15 13 14 5 5 15 5 16 0 4 26 19 20 22 19 20 21 23,0.4909827586206897,0.8118103448275862,0.3208275862068965,58,29.5,59.0
132,0 5 4 27 34 0 3 6 5 17 0 10 5 3 1 5 24 4 26 0 7 5 4 3 5 26 1 0 10 5 5 11 13 33 14 15 0 3 5 26 1 4 13 14 5 16 0 12 4 7 26 19 20 31 19 20 5 22 23,0.4830689655172414,0.802948275862069,0.3198793103448276,58,29.5,59.0
133,0 10 5 3 5 0 4 5 12 7 5 0 5 1 27 4 34 7 8 6 5 13 5 14 5 0 10 9 7 4 13 5 5 14 16 0 12 1 3 19 20 22 19 20 31 23,0.4709333333333333,0.7902888888888889,0.3193555555555556,45,23.0,46.0
134,0 1 6 11 3 33 8 25 28 5 0 4 26 7 12 10 13 14 13 14 15 5 13 14 16 0 25 35 8 1 6 3 24 5 4 26 19 20 21 0 10 25 12 28 1 3 19 20 22 19 20 5 31 23,0.45890566037735847,0.7781698113207548,0.31926415094339633,53,27.0,54.0
135,0 5 0 10 0 25 5 10 12 5 1 3 8 6 0 4 5 27 8 34 5 0 12 4 26 5 1 5 3 5 0 5 7 6 8 5 0 5 10 13 14 16 0 30 7 10 0 1 10 7 12 19 20 31 23,0.5226851851851853,0.8418888888888889,0.31920370370370366,54,27.5,55.0
136,0 1 35 6 9 10 8 3 24 0 8 12 3 2 24 10 33 7 11 0 3 7 4 9 10 26 1 13 14 16 0 30 26 28 7 5 25 3 19 24 20 31 23,0.4565476190476191,0.7754761904761904,0.31892857142857134,42,21.5,43.0
137,0 5 0 17 10 5 5 24 12 27 7 5 0 1 5 0 1 6 5 7 35 8 5 0 3 5 5 4 26 8 6 13 14 16 0 6 7 10 8 19 20 22 23,0.46935714285714286,0.7875952380952381,0.31823809523809526,42,21.5,43.0
138,0 1 8 4 6 0 10 0 12 7 10 35 6 35 8 13 14 16 0 10 8 6 0 25 3 24 19 20 31 23,0.4056206896551724,0.7238275862068966,0.3182068965517242,29,15.0,30.0
139,0 8 5 27 34 5 0 7 5 26 4 0 8 7 5 10 5 0 29 5 1 3 10 4 5 12 5 13 7 14 5 0 17 5 5 12 30 7 9 10 35 8 6 13 14 13 14 5 15 5 16 0 5 12 19 20 22 5 0 27 6 35 8 5 28 5 19 25 20 21 5 0 10 17 8 5 6 0 10 19 20 5 22 5 23,0.3825595238095238,0.7006547619047618,0.31809523809523804,84,42.5,85.0
140,0 5 3 8 7 12 1 25 28 30 29 10 4 26 13 14 13 14 16 0 1 19 20 21 0 1 7 10 3 35 6 19 8 20 31 23,0.46768571428571426,0.7851714285714286,0.31748571428571437,35,18.0,36.0
141,0 5 7 35 8 0 5 1 6 8 5 0 27 5 13 14 0 17 6 3 1 4 26 5 7 25 8 5 28 13 5 5 14 16 0 3 19 20 22 0 24 8 27 1 19 3 20 31 23,0.42902083333333335,0.7461875,0.31716666666666665,48,24.5,49.0
142,0 25 4 5 26 5 7 10 0 7 35 8 25 35 6 5 17 5 18 5 0 0 1 5 12 7 5 10 6 8 13 14 13 14 15 5 5 16 0 12 24 35 6 3 26 5 4 33 19 11 20 31 19 20 22 23,0.46170909090909096,0.7786727272727273,0.31696363636363634,55,28.0,56.0
143,0 5 12 10 5 0 6 0 17 5 1 3 0 25 27 34 5 7 0 12 5 7 10 0 3 26 13 5 4 14 15 5 16 0 12 1 7 3 0 6 35 8 3 19 20 31 23,0.47884782608695653,0.7953478260869565,0.3165,46,23.5,47.0
144,0 11 5 0 5 0 5 6 1 3 5 0 12 26 1 4 3 2 24 5 5 27 34 0 3 5 4 5 0 8 33 11 9 7 5 6 5 10 13 14 5 15 13 14 5 16 0 29 5 0 1 3 24 30 29 8 11 4 26 19 20 5 22 19 20 31 23,0.5191818181818182,0.8350606060606061,0.31587878787878787,66,33.5,67.0
145,0 26 5 10 12 5 0 27 0 27 0 26 5 6 0 6 0 3 25 12 5 28 5 7 5 0 1 9 10 12 5 17 13 18 5 5 14 5 13 14 13 14 16 0 25 3 33 24 35 6 8 5 4 10 19 12 20 7 21 19 20 21 19 20 21 23,0.4807846153846154,0.7963230769230769,0.3155384615384615,65,33.0,66.0
146,0 10 35 8 3 6 24 0 8 10 5 1 24 7 12 2 3 4 13 26 14 16 0 12 11 5 33 5 0 30 28 5 27 25 5 0 7 0 1 10 5 26 12 5 7 8 19 5 6 20 21 23,0.5154313725490196,0.8306078431372549,0.3151764705882353,51,26.0,52.0
147,0 5 4 1 7 5 17 10 12 5 0 26 5 0 5 5 12 29 3 30 8 0 3 5 7 0 5 10 4 26 7 5 0 5 10 6 27 8 34 13 14 5 16 0 6 27 5 34 5 0 6 0 7 0 12 19 5 5 20 22 23,0.5106499999999999,0.8258166666666666,0.3151666666666667,60,30.5,61.0
148,0 7 12 1 26 35 6 4 8 33 13 11 14 13 5 14 15 13 14 16 0 10 7 12 4 24 6 8 19 20 5 21 19 20 22 19 20 22 23,0.5829736842105263,0.8979736842105263,0.31499999999999995,38,19.5,39.0
149,0 25 5 27 34 7 17 5 10 2 3 12 0 4 6 5 25 30 5 29 0 5 0 4 5 8 17 6 2 3 5 24 1 13 14 5 16 0 3 0 5 4 35 8 35 6 0 6 35 8 27 17 5 5 34 5 19 20 22 23,0.5228813559322034,0.837864406779661,0.3149830508474576,59,30.0,60.0
150,0 3 5 0 0 17 0 27 0 8 5 10 33 6 5 0 29 7 9 10 4 5 5 28 25 5 0 1 28 13 25 14 5 13 5 5 14 13 14 16 0 7 5 25 28 0 5 30 4 7 26 5 0 5 26 7 10 5 0 29 5 5 19 20 31 19 5 20 31 19 20 22 23,0.48565277777777777,0.7991388888888888,0.3134861111111111,72,36.5,73.0
151,0 5 0 7 17 8 5 6 5 12 0 26 1 5 6 2 3 0 6 0 5 0 8 5 13 14 13 14 5 16 0 24 6 35 8 2 3 19 20 22 0 28 1 7 10 3 19 24 20 31 23,0.46380000000000005,0.77726,0.3134599999999999,50,25.5,51.0
152,0 27 5 8 10 12 0 5 6 28 25 10 5 12 7 0 7 5 28 11 33 0 3 5 5 10 12 17 18 0 4 27 25 5 5 1 28 13 14 13 14 5 5 13 14 16 0 5 17 12 7 26 5 0 5 19 20 31 0 27 8 5 19 6 5 20 21 19 20 5 21 23,0.48390140845070423,0.7960563380281691,0.3121549295774649,71,36.0,72.0
153,0 3 8 5 6 0 11 5 25 2 3 24 5 0 5 7 12 6 8 5 0 5 1 9 10 5 12 7 5 27 17 34 13 5 14 13 14 16 0 7 10 5 5 12 27 34 0 12 10 5 17 18 5 0 5 0 5 10 5 1 3 5 6 8 19 20 31 5 19 20 21 23,0.4593521126760563,0.7707042253521127,0.3113521126760564,71,36.0,72.0
154,0 8 5 12 7 4 5 26 0 11 5 27 34 5 7 10 0 1 5 13 14 5 0 12 6 30 5 5 8 3 1 25 28 13 5 5 14 13 14 16 0 25 10 12 0 7 35 8 24 6 19 5 20 31 19 20 22 19 20 22 23,0.492,0.8033333333333333,0.31133333333333335,60,30.5,61.0
155,0 5 6 35 8 0 5 35 6 25 28 5 0 5 30 33 1 11 5 0 3 27 5 34 5 0 33 17 18 10 8 12 1 5 7 3 13 5 14 5 15 13 14 5 16 0 28 5 27 0 1 19 20 5 31 5 0 3 8 17 5 6 5 10 12 0 25 19 5 20 22 5 23,0.4463611111111111,0.7573333333333333,0.3109722222222222,72,36.5,73.0
156,0 7 0 1 0 7 25 3 5 28 17 12 18 5 8 35 6 5 13 14 5 13 14 0 5 0 5 2 3 9 10 35 8 12 7 5 13 14 16 0 1 0 27 0 5 3 19 20 21 5 19 20 22 0 25 5 5 26 10 4 19 20 31 23,0.44341269841269837,0.7543015873015874,0.310888888888889,63,32.0,64.0
157,0 5 28 25 12 7 0 5 0 5 25 5 7 8 10 12 5 0 1 35 8 5 35 6 5 17 18 13 14 5 0 4 5 12 13 5 14 16 0 1 0 19 20 5 31 0 5 26 12 7 5 0 5 7 1 5 19 3 20 21 23,0.5528833333333334,0.86365,0.31076666666666664,60,30.5,61.0
158,0 5 8 1 4 3 5 24 5 0 8 27 5 26 34 5 0 5 25 9 7 10 1 4 5 3 24 5 0 5 5 4 28 26 25 17 18 0 1 13 14 5 16 0 1 0 26 10 1 3 12 19 7 20 22 23,0.4823272727272727,0.7930363636363635,0.3107090909090908,55,28.0,56.0
159,0 1 24 8 3 10 12 0 3 28 25 7 30 10 29 13 14 16 0 6 0 10 7 1 3 19 20 21 23,0.5563571428571429,0.8667142857142858,0.3103571428571429,28,14.5,29.0
160,0 6 5 7 10 12 0 6 10 3 12 30 5 5 7 29 0 5 6 5 7 10 27 34 0 6 17 18 1 5 8 4 26 5 13 14 15 5 13 5 14 15 16 0 5 0 6 19 20 5 22 5 0 27 7 10 25 5 28 5 17 6 5 19 35 8 5 20 31 23,0.4771884057971015,0.7858260869565218,0.3086376811594203,69,35.0,70.0
161,0 10 5 33 25 11 0 34 5 5 17 10 18 3 24 0 3 34 7 6 5 8 5 27 0 8 1 2 3 26 12 4 5 5 7 13 5 5 14 13 14 16 0 6 1 8 3 19 20 21 5 19 20 22 23,0.47603703703703704,0.784574074074074,0.30853703703703694,54,27.5,55.0
162,0 12 4 1 6 3 30 29 0 12 35 6 7 10 8 13 14 16 0 4 6 5 34 8 26 7 10 19 20 22 23,0.4001666666666666,0.7084333333333334,0.30826666666666674,30,15.5,31.0
163,0 24 6 1 3 0 28 8 35 6 30 29 0 7 4 26 24 3 18 25 17 8 13 5 6 14 16 0 24 5 0 5 0 29 27 34 25 24 5 5 28 17 18 5 0 3 5 5 6 19 8 20 21 23,0.5122264150943396,0.8204905660377358,0.3082641509433962,53,27.0,54.0
164,0 12 5 0 12 5 0 4 10 5 12 28 35 8 25 5 7 0 5 8 3 17 0 10 5 4 5 0 1 5 26 4 13 14 13 14 15 13 14 5 5 16 0 12 7 25 10 19 20 21 19 20 22 5 19 20 22 23,0.5180350877192982,0.8251754385964911,0.30714035087719294,57,29.0,58.0
165,0 8 3 10 29 30 1 5 4 25 28 26 12 11 7 33 13 14 13 14 15 13 14 16 0 24 5 0 17 4 5 26 5 0 1 19 20 5 31 5 19 20 31 0 7 19 5 20 31 5 23,0.49683999999999995,0.80348,0.30664,50,25.5,51.0
166,0 29 5 0 17 5 0 4 5 7 10 5 0 7 4 1 6 5 3 5 24 0 6 4 5 26 1 7 5 3 24 0 5 27 1 12 7 5 0 5 30 1 8 3 18 33 11 12 5 7 9 10 5 13 5 14 16 0 1 12 7 10 26 28 4 19 20 21 5 23,0.4737536231884058,0.7799855072463768,0.306231884057971,69,35.0,70.0
167,0 3 10 12 0 4 35 6 8 0 7 1 8 3 13 2 24 14 16 0 27 5 0 25 5 4 3 24 0 5 12 7 10 0 6 5 28 19 25 20 5 31 23,0.5374285714285714,0.8435714285714285,0.30614285714285716,42,21.5,43.0
168,0 6 0 5 25 7 5 10 4 26 0 30 5 0 6 1 5 3 0 1 10 12 5 27 5 34 7 13 14 5 0 10 5 0 24 7 5 8 10 6 5 13 14 16 0 5 10 8 26 1 19 3 20 24 21 19 20 21 23,0.518051724137931,0.8238103448275862,0.3057586206896552,58,29.5,59.0
169,0 5 0 6 0 11 5 4 26 0 6 5 10 12 5 0 10 5 7 0 7 27 34 9 10 12 1 13 5 3 14 5 5 24 5 0 10 2 3 4 5 13 26 14 15 5 16 0 29 7 6 10 12 19 20 22 0 26 7 6 8 4 19 20 22 23,0.49446153846153845,0.7997384615384615,0.30527692307692306,65,33.0,66.0
170,0 5 17 6 8 0 5 3 7 9 10 5 0 5 4 10 8 12 5 3 7 0 1 10 5 12 5 35 6 27 35 8 25 28 0 10 4 5 26 0 5 9 10 7 33 5 0 5 12 13 14 16 0 5 0 5 12 3 2 24 5 26 4 7 9 10 5 0 1 27 5 34 6 0 5 5 17 19 20 22 23,0.47521250000000004,0.7793875,0.304175,80,40.5,81.0
171,0 6 0 3 1 7 5 12 10 25 8 13 14 13 14 13 14 16 0 25 3 24 12 19 7 10 20 21 19 20 22 19 20 5 31 23,0.5052,0.8088571428571428,0.30365714285714285,35,18.0,36.0
172,0 26 4 25 8 3 1 2 24 30 6 29 0 6 1 28 3 10 5 2 24 12 7 13 14 13 14 13 14 15 16 0 3 0 30 7 24 12 3 11 33 19 20 31 19 20 21 19 20 31 5 23,0.5152352941176471,0.8185882352941176,0.3033529411764705,51,26.0,52.0
173,0 12 26 1 4 5 0 4 33 7 5 11 10 12 8 6 13 14 15 16 0 7 6 12 1 3 26 0 4 19 20 22 23,0.4366875,0.7396875,0.30300000000000005,32,16.5,33.0
174,0 11 5 0 17 0 5 7 4 26 0 7 35 8 5 6 0 6 5 27 34 0 5 12 1 5 3 4 6 5 26 13 14 13 14 16 0 10 3 4 24 25 1 5 7 19 20 22 19 20 22 23,0.5904313725490197,0.8922156862745098,0.3017843137254901,51,26.0,52.0
175,0 12 35 6 8 0 4 10 1 12 7 2 3 24 13 14 13 14 5 16 0 3 4 19 20 21 19 20 22 23,0.49531034482758624,0.7966896551724137,0.3013793103448275,29,15.0,30.0
