trace_index,baseline_trace,avg_no,avg_with,gain,n,avg_prefix_len,baseline_len
176,0 5 35 8 27 5 34 35 6 3 0 8 0 4 0 12 17 5 30 5 29 1 6 3 0 7 5 35 8 5 6 3 5 24 1 26 5 13 14 15 13 5 14 15 13 14 16 0 5 25 19 20 21 0 26 29 5 30 19 5 20 22 0 12 5 24 19 3 20 5 31 23,0.4737042253521127,0.7749014084507042,0.3011971830985915,71,36.0,72.0
177,0 11 5 0 11 5 0 5 0 1 5 12 7 0 0 6 5 5 25 28 5 1 3 5 9 10 7 12 4 26 17 13 14 15 13 5 14 13 5 14 16 0 6 35 8 4 3 26 12 30 7 19 20 31 19 20 22 19 20 22 5 23,0.5195573770491804,0.8199672131147541,0.3004098360655737,61,31.0,62.0
178,0 1 7 10 24 26 35 8 4 3 6 30 29 12 13 14 13 14 15 13 5 14 16 0 1 7 19 10 20 12 21 19 5 20 21 19 20 21 23,0.5571315789473684,0.8572894736842105,0.30015789473684207,38,19.5,39.0
179,0 12 33 28 4 25 7 29 35 6 5 30 10 11 35 8 3 2 24 1 13 14 15 16 0 7 30 29 0 6 24 19 20 31 23,0.5123823529411764,0.8119117647058823,0.29952941176470593,34,17.5,35.0
180,0 7 4 5 26 0 5 3 12 5 0 17 27 5 34 5 3 33 11 5 0 6 1 3 5 10 25 12 5 13 7 5 14 5 0 6 24 27 9 7 5 5 34 4 13 14 13 14 5 16 0 5 19 20 22 5 0 12 5 0 12 19 20 5 31 5 0 3 29 19 30 20 5 22 5 23,0.45133333333333336,0.7506666666666666,0.29933333333333323,75,38.0,76.0
181,0 5 3 1 0 33 27 5 1 34 5 0 5 7 26 4 0 7 5 0 4 5 27 5 12 34 32 33 11 5 0 5 4 12 7 30 5 29 13 14 16 0 27 12 7 17 5 5 18 5 0 1 6 5 7 10 8 4 5 26 5 0 10 19 20 5 5 22 23,0.44358823529411767,0.74175,0.29816176470588235,68,34.5,69.0
182,0 5 12 8 5 4 6 17 18 5 0 5 1 30 29 0 4 5 33 11 8 25 35 6 30 5 29 5 0 25 5 27 34 2 3 24 7 5 10 5 0 3 10 5 6 8 12 5 7 5 0 30 26 13 5 4 14 5 15 16 0 26 7 10 0 12 10 29 30 19 20 21 23,0.47681944444444446,0.7747916666666667,0.2979722222222222,72,36.5,73.0
183,0 11 8 3 7 1 4 10 26 30 6 12 13 14 5 15 13 14 13 14 16 0 12 7 10 11 33 8 3 6 19 20 21 19 5 20 31 19 20 22 23,0.519925,0.8172499999999999,0.29732499999999995,40,20.5,41.0
184,0 26 28 2 3 25 0 3 4 26 33 11 0 6 3 24 5 8 1 11 9 7 33 13 14 13 14 16 0 8 5 29 30 0 17 26 4 27 34 7 5 3 5 5 24 19 20 22 0 1 24 3 19 20 5 22 5 23,0.44191228070175437,0.7382456140350877,0.29633333333333334,57,29.0,58.0
185,0 25 0 5 11 17 18 0 12 5 7 27 10 5 0 11 5 0 7 5 1 5 13 3 14 0 1 17 5 7 10 5 0 12 5 6 9 7 3 5 10 8 13 14 5 16 0 5 4 5 7 10 18 12 17 1 5 3 6 5 19 8 20 21 0 17 0 29 7 5 19 10 20 5 12 21 23,0.46332894736842106,0.7584736842105263,0.29514473684210524,76,38.5,77.0
186,0 4 9 7 1 10 12 0 8 6 26 3 4 12 7 25 28 0 3 6 12 10 7 8 13 14 16 0 11 1 19 3 24 20 31 23,0.3366,0.6310571428571429,0.29445714285714286,35,18.0,36.0
187,0 4 28 9 7 25 0 28 4 30 7 29 10 12 5 0 3 35 8 6 1 13 14 16 0 25 8 10 6 0 28 25 1 19 3 20 24 31 23,0.41792105263157897,0.7117894736842105,0.29386842105263156,38,19.5,39.0
188,0 1 6 8 11 5 5 33 5 0 12 0 12 5 0 5 4 10 12 0 5 8 10 5 7 12 5 1 27 3 4 24 13 14 5 0 5 5 17 7 6 10 12 13 14 13 5 14 16 0 3 7 24 9 10 12 5 19 20 21 19 20 31 19 20 22 23,0.47530303030303034,0.7683030303030303,0.2929999999999999,66,33.5,67.0
189,0 3 10 4 6 5 11 33 12 26 1 7 13 14 13 14 13 14 16 0 8 3 10 24 1 33 11 26 4 7 19 20 31 19 20 21 19 20 5 22 23,0.576125,0.869,0.292875,40,20.5,41.0
190,0 26 1 10 12 4 2 3 24 30 35 6 29 5 0 12 3 7 2 24 8 1 6 13 14 5 15 16 0 4 6 25 8 0 8 19 20 21 23,0.42726315789473684,0.719,0.29173684210526313,38,19.5,39.0
191,0 1 9 7 12 5 3 26 4 8 6 9 10 13 14 15 13 14 16 0 27 5 7 5 1 4 17 10 18 0 4 5 19 20 31 5 0 3 5 6 26 8 19 5 20 22 23,0.5245434782608696,0.8161521739130435,0.29160869565217395,46,23.5,47.0
192,0 33 17 5 18 26 32 34 5 4 0 12 0 5 5 7 3 25 28 1 5 0 5 12 25 3 5 35 8 6 5 5 33 11 4 13 26 14 13 14 16 0 7 10 12 5 4 0 5 3 8 17 6 5 0 27 4 26 1 5 5 5 19 3 24 20 22 0 25 4 5 5 19 26 20 22 23,0.46775,0.7588684210526315,0.2911184210526315,76,38.5,77.0
193,0 5 10 3 7 0 3 5 10 0 5 10 3 8 24 0 5 6 1 3 0 8 26 4 13 5 5 14 15 0 17 5 7 10 5 0 4 6 35 8 27 13 34 14 13 5 14 5 15 5 16 0 5 3 19 20 22 0 5 8 17 18 12 5 7 0 27 7 5 6 35 8 19 20 22 19 20 31 5 5 23,0.4265,0.7170625,0.29056250000000006,80,40.5,81.0
194,0 0 4 0 1 5 8 25 6 7 13 9 10 5 14 5 12 5 0 5 12 10 5 35 6 8 11 4 32 33 27 0 5 1 5 5 7 13 10 12 14 13 14 16 0 25 6 4 8 26 19 5 20 22 19 20 31 19 20 22 23,0.51265,0.8031,0.29045,60,30.5,61.0
195,0 26 3 30 24 0 7 4 6 1 2 3 29 30 10 13 5 14 15 0 8 11 33 6 30 10 29 13 14 15 13 5 14 16 0 28 6 3 8 10 7 12 19 20 31 0 12 19 20 21 19 20 22 23,0.5164905660377359,0.8066603773584906,0.2901698113207547,53,27.0,54.0
196,0 5 33 25 26 28 17 8 5 35 6 5 0 6 1 30 5 3 0 3 5 1 8 6 5 10 12 30 29 5 0 5 5 1 5 12 7 10 25 27 28 13 14 16 0 0 6 7 5 9 10 0 0 27 7 19 20 5 22 5 23,0.50985,0.7998166666666666,0.2899666666666666,60,30.5,61.0
197,0 7 4 26 3 12 24 8 6 10 1 11 13 5 33 14 15 16 0 10 1 3 18 6 33 11 8 7 5 19 20 22 23,0.5199374999999999,0.80984375,0.28990625000000003,32,16.5,33.0
198,0 8 5 27 17 34 5 0 10 11 5 32 33 0 6 5 1 2 3 4 5 0 4 12 5 34 27 7 5 13 10 14 13 5 14 5 0 5 1 3 11 33 5 4 13 26 5 14 16 0 11 0 25 19 20 31 19 20 22 19 5 20 21 23,0.49803174603174605,0.7870952380952382,0.28906349206349213,63,32.0,64.0
199,0 12 34 27 1 2 3 7 11 10 0 3 26 6 8 13 14 15 16 0 4 3 30 29 0 8 3 19 20 21 23,0.41223333333333334,0.7005,0.28826666666666667,30,15.5,31.0
200,0 7 3 24 1 4 26 5 10 12 13 14 15 13 14 0 33 12 25 6 4 7 26 13 14 16 0 26 3 7 6 24 8 12 10 19 20 21 19 5 20 21 19 20 22 23,0.5244888888888889,0.8124,0.2879111111111111,45,23.0,46.0
201,0 3 4 12 26 6 2 24 8 30 5 29 10 1 7 13 14 15 13 14 16 0 1 8 29 11 12 33 7 10 19 5 20 31 19 20 31 23,0.5912702702702702,0.8786486486486486,0.2873783783783783,37,19.0,38.0
202,0 8 5 26 4 3 5 0 17 1 5 5 3 28 25 5 0 7 33 11 29 30 4 35 8 6 1 5 13 3 5 5 24 14 13 5 14 0 12 5 1 3 5 27 13 34 14 16 0 11 7 35 6 0 25 4 24 26 19 5 20 22 19 20 31 19 20 22 23,0.4833382352941176,0.769985294117647,0.2866470588235294,68,34.5,69.0
203,0 6 10 12 8 5 1 26 3 4 24 7 13 14 13 14 13 14 16 0 1 28 35 8 11 6 33 3 24 5 25 4 19 26 20 22 19 20 31 19 20 21 23,0.5217142857142857,0.8077142857142857,0.28600000000000003,42,21.5,43.0
204,0 33 12 6 8 7 10 0 4 8 29 1 30 10 13 12 14 0 10 13 14 16 0 7 0 1 10 5 12 5 17 18 5 0 27 19 5 20 31 5 19 20 21 23,0.5388372093023256,0.8242325581395349,0.2853953488372093,43,22.0,44.0
205,0 1 5 4 11 26 0 5 10 4 26 0 5 12 5 25 30 28 17 35 6 18 0 7 4 26 8 6 5 13 14 5 13 5 14 0 28 5 27 3 34 10 12 7 13 5 14 5 16 0 7 5 4 8 6 2 3 24 10 12 26 19 20 22 19 20 31 19 20 21 23,0.43315714285714285,0.7182857142857143,0.28512857142857145,70,35.5,71.0
206,0 4 1 26 3 10 7 25 8 6 12 13 14 13 14 13 14 5 16 0 4 8 5 6 10 12 33 7 19 20 22 19 20 31 19 20 22 23,0.5592162162162162,0.8433513513513514,0.2841351351351352,37,19.0,38.0
207,0 12 5 10 4 26 5 0 8 5 4 2 3 26 5 0 4 5 10 5 12 17 18 0 5 7 8 6 4 5 0 7 5 8 5 0 3 10 1 5 13 14 5 13 14 5 15 16 0 6 7 10 19 20 31 19 20 31 23,0.4766551724137931,0.760396551724138,0.2837413793103449,58,29.5,59.0
208,0 0 7 5 25 28 0 8 5 27 34 0 5 12 17 18 0 6 10 12 1 5 2 3 25 4 5 28 13 14 5 16 0 1 12 7 10 8 6 0 26 19 20 21 23,0.47434090909090904,0.7578181818181818,0.2834772727272728,44,22.5,45.0
209,0 7 0 10 35 8 12 6 1 5 5 13 3 14 0 8 28 25 5 27 5 34 12 5 0 3 5 0 8 0 17 5 11 33 1 3 7 5 4 10 6 5 8 5 0 4 5 5 5 35 8 6 33 11 13 14 15 16 0 25 3 12 24 1 19 5 20 21 19 20 31 23,0.5271690140845071,0.8102816901408451,0.28311267605633794,71,36.0,72.0
210,0 7 12 30 0 5 9 10 25 28 7 3 35 6 24 12 1 13 14 13 14 16 0 3 8 6 10 0 26 7 19 10 20 31 19 20 22 23,0.5731081081081081,0.855945945945946,0.2828378378378379,37,19.0,38.0
211,0 7 12 1 3 4 28 26 0 7 12 10 0 25 35 8 6 13 14 16 0 6 4 26 0 10 3 24 29 19 30 20 21 23,0.5431818181818182,0.8254242424242424,0.2822424242424242,33,17.0,34.0
212,0 1 0 5 4 30 5 0 5 35 8 7 10 13 5 14 0 1 8 7 5 5 26 10 6 0 27 25 7 5 28 26 5 5 3 4 5 6 8 13 14 16 0 7 33 28 25 18 17 3 24 0 24 1 19 20 31 19 20 21 23,0.5148666666666667,0.79645,0.2815833333333333,60,30.5,61.0
213,0 5 6 27 32 34 5 0 0 10 6 35 8 5 5 7 2 3 24 0 5 8 7 6 10 5 12 0 10 1 4 5 3 5 24 11 33 5 13 14 5 0 3 13 14 5 5 15 13 14 15 16 0 29 10 8 5 12 7 19 20 21 19 20 31 19 20 22 23,0.5332941176470589,0.8148676470588235,0.2815735294117646,68,34.5,69.0
214,0 26 5 12 1 3 0 8 17 5 5 12 18 10 35 6 26 4 0 8 12 5 7 0 27 5 5 1 3 24 29 30 5 12 26 4 0 34 7 6 10 4 5 5 12 5 13 14 16 0 25 0 6 5 3 0 8 17 18 27 5 32 34 5 12 7 0 4 19 20 5 5 21 23,0.47493150684931507,0.7560958904109589,0.28116438356164386,73,37.0,74.0
215,0 33 5 24 3 0 5 0 1 2 3 24 7 10 5 5 12 0 5 17 13 14 0 27 5 5 10 12 4 1 26 5 0 25 12 5 1 10 26 13 5 4 5 14 16 0 28 19 20 5 21 0 1 6 5 8 25 5 0 10 17 12 7 1 19 5 3 5 24 20 5 22 23,0.4884166666666666,0.7694027777777778,0.28098611111111116,72,36.5,73.0
216,0 5 0 5 3 1 5 26 4 5 7 13 10 14 12 0 3 17 5 35 8 18 5 6 0 10 3 5 24 33 7 11 27 13 5 34 5 14 15 0 7 5 26 5 2 3 5 1 24 4 13 14 16 0 0 0 7 19 20 5 22 5 0 19 5 20 22 19 20 5 31 23,0.43459154929577465,0.7154084507042253,0.28081690140845067,71,36.0,72.0
217,0 5 0 4 5 30 8 27 6 7 5 10 5 0 4 8 5 29 35 6 7 10 1 5 12 0 5 4 5 12 7 17 10 0 5 28 35 6 8 5 10 12 3 24 5 26 5 13 4 14 16 0 33 6 8 0 1 35 8 3 6 19 20 22 23,0.464703125,0.744875,0.28017187499999996,64,32.5,65.0
218,0 3 27 5 32 34 0 7 0 5 6 26 4 17 5 18 0 28 11 33 4 6 5 5 8 26 5 1 3 5 0 5 4 1 3 0 5 35 8 3 1 24 28 25 9 7 5 10 0 25 5 10 12 5 13 14 16 0 5 25 35 6 8 0 7 1 8 5 35 6 0 11 5 27 5 34 17 18 5 0 5 35 8 19 20 5 31 23,0.43164367816091953,0.7113333333333334,0.27968965517241384,87,44.0,88.0
219,0 30 2 3 12 24 5 0 10 6 7 8 1 13 3 14 24 16 0 5 0 3 5 29 30 0 12 5 0 1 12 5 7 29 19 20 5 22 23,0.5487105263157894,0.8282894736842106,0.27957894736842115,38,19.5,39.0
220,0 3 18 17 24 10 30 12 0 4 7 26 12 25 35 6 1 8 5 3 13 24 14 15 13 14 16 0 10 1 3 19 20 22 19 20 31 23,0.517972972972973,0.7975405405405406,0.2795675675675676,37,19.0,38.0
221,0 5 0 5 1 30 29 5 0 17 5 7 5 12 10 4 13 26 5 14 15 13 5 14 15 0 4 10 12 3 5 5 24 25 28 5 0 5 8 5 13 14 15 16 0 0 6 5 1 3 0 6 5 5 25 28 19 20 31 5 0 3 5 10 5 19 20 22 5 19 20 21 23,0.4898472222222222,0.7682361111111111,0.2783888888888889,72,36.5,73.0
222,0 5 6 17 0 5 1 8 6 0 25 8 6 5 10 5 12 5 0 1 10 5 12 5 0 28 25 5 9 10 12 0 7 3 5 5 24 27 34 13 14 16 0 10 17 5 18 0 5 35 6 4 26 7 0 5 11 4 34 27 6 5 8 0 33 5 19 20 5 21 23,0.47718571428571427,0.7555714285714286,0.2783857142857143,70,35.5,71.0
223,0 1 0 5 29 1 0 1 5 8 7 35 6 5 0 8 7 5 5 4 3 24 12 0 5 4 10 25 12 7 27 5 17 34 5 0 12 10 5 4 13 14 5 13 14 16 0 25 4 6 26 19 20 31 0 7 4 12 19 20 31 23,0.5231639344262295,0.8015081967213116,0.278344262295082,61,31.0,62.0
224,0 3 5 10 12 5 27 34 0 28 5 25 12 0 17 5 2 3 0 7 10 1 8 3 13 5 5 24 14 13 14 5 16 0 6 10 2 24 12 0 5 7 4 6 26 19 20 22 19 20 31 23,0.5340392156862745,0.8113921568627451,0.2773529411764706,51,26.0,52.0
225,0 10 35 6 17 8 0 10 35 8 6 3 24 5 0 7 12 32 33 11 18 5 1 17 13 14 13 14 13 14 16 0 3 7 0 19 20 31 19 20 22 19 20 21 23,0.4968863636363636,0.7738409090909091,0.27695454545454545,44,22.5,45.0
226,0 27 5 0 5 5 27 4 26 17 18 0 5 1 30 5 0 10 0 6 7 9 10 5 5 8 5 26 4 13 14 15 0 8 3 12 13 5 5 14 15 13 14 5 16 0 12 0 12 25 5 19 20 31 19 5 20 21 0 27 5 0 5 8 19 20 5 22 23,0.48916176470588235,0.766029411764706,0.2768676470588236,68,34.5,69.0
227,0 25 1 10 12 35 6 26 4 3 8 24 5 7 13 14 15 13 14 16 0 5 5 1 6 35 8 10 12 5 2 3 19 20 22 0 25 5 27 3 34 5 6 8 5 0 8 1 5 17 18 5 7 10 33 19 11 20 31 5 5 23,0.36973770491803276,0.6464590163934426,0.27672131147540985,61,31.0,62.0
228,0 10 0 10 27 34 5 2 3 0 5 3 12 7 0 10 3 25 24 5 5 33 11 0 7 1 33 5 3 0 4 1 5 35 6 3 5 24 0 17 1 5 3 5 8 6 13 14 16 0 1 35 8 6 26 4 0 25 10 26 12 7 19 20 21 23,0.5107999999999999,0.7871538461538461,0.27635384615384617,65,33.0,66.0
229,0 10 11 33 7 6 8 0 6 1 18 7 17 3 2 24 4 0 12 8 13 6 14 16 0 17 0 27 5 0 1 5 0 6 5 29 30 19 20 31 5 23,0.5648536585365853,0.8411219512195122,0.27626829268292685,41,21.0,42.0
230,0 0 7 0 10 5 17 18 0 5 7 12 5 0 5 1 10 3 5 12 7 0 5 4 13 14 5 0 8 6 27 5 34 7 13 10 5 5 14 12 16 0 11 5 8 5 0 26 17 5 10 12 0 25 4 12 19 7 5 10 20 5 22 19 5 20 21 5 23,0.5065294117647059,0.7825588235294118,0.27602941176470586,68,34.5,69.0
231,0 10 1 5 3 5 0 30 27 17 5 34 0 1 4 5 26 5 0 7 5 5 25 11 13 14 16 0 33 5 5 27 34 12 7 5 0 8 5 6 5 0 17 30 5 5 1 3 26 5 4 19 20 21 23,0.5595,0.8353888888888888,0.27588888888888885,54,27.5,55.0
232,0 33 0 5 5 12 7 10 33 4 11 26 5 0 33 12 1 5 7 5 0 5 5 1 6 8 4 26 5 0 4 1 3 5 7 10 13 5 14 5 15 13 14 0 4 25 26 5 5 35 6 8 10 5 12 13 14 16 0 3 1 6 19 20 31 0 30 28 25 7 19 10 12 20 31 5 19 20 31 23,0.4530379746835443,0.7288481012658228,0.2758101265822785,79,40.0,80.0
233,0 4 8 6 26 7 1 10 12 33 0 10 13 14 0 3 1 6 13 8 14 15 16 0 1 12 7 19 20 22 19 20 21 23,0.49809090909090914,0.7733939393939393,0.27530303030303016,33,17.0,34.0
234,0 0 17 6 5 8 5 0 25 1 2 3 8 5 5 4 26 6 0 5 0 7 1 3 4 13 5 5 26 14 15 5 0 12 5 30 29 0 27 1 5 5 13 14 13 14 16 0 1 0 10 26 12 19 7 20 31 19 20 31 5 19 20 22 23,0.550859375,0.8248125,0.2739531249999999,64,32.5,65.0
235,0 0 10 0 5 0 6 5 5 1 4 3 24 5 0 10 5 1 3 5 0 6 3 12 5 7 0 8 5 4 26 7 13 10 5 14 16 0 8 19 20 21 23,0.4082142857142857,0.6812380952380953,0.2730238095238096,42,21.5,43.0
236,0 26 12 5 27 10 5 0 6 5 7 33 10 12 17 5 18 0 5 12 10 26 0 5 33 4 5 26 6 8 5 0 28 10 4 5 9 7 26 1 3 13 14 13 14 15 5 5 5 13 14 15 5 16 0 1 2 3 19 2 24 20 21 0 25 12 8 6 7 19 5 10 20 31 19 20 22 23,0.46924675324675325,0.7421558441558441,0.2729090909090909,77,39.0,78.0
237,0 5 0 3 25 28 5 6 5 35 8 0 10 5 8 6 5 0 10 26 8 5 5 4 3 2 24 5 0 17 7 27 10 12 6 1 5 3 5 5 2 24 5 0 4 11 5 12 5 33 7 35 6 5 10 26 13 14 16 0 17 5 0 27 5 7 10 5 0 1 5 5 29 30 19 20 21 23,0.4414025974025974,0.7142987012987013,0.2728961038961039,77,39.0,78.0
238,0 3 0 4 1 3 7 0 8 6 7 12 25 10 28 13 14 16 0 24 5 0 5 17 27 34 0 5 12 7 19 5 10 20 31 23,0.48645714285714287,0.7585142857142858,0.27205714285714294,35,18.0,36.0
239,0 8 5 0 17 5 28 5 0 8 5 7 5 1 9 10 12 0 7 32 33 11 10 12 25 28 5 5 6 13 8 5 14 5 0 4 8 35 6 5 5 27 32 34 26 3 5 12 5 7 10 13 14 16 0 5 0 12 25 19 20 5 5 31 0 25 6 19 5 35 8 20 31 5 23,0.48959459459459453,0.7606216216216216,0.2710270270270271,74,37.5,75.0
240,0 0 1 27 5 7 34 0 4 10 12 5 29 2 3 5 2 24 0 4 10 1 3 5 12 7 5 35 8 6 0 6 13 5 14 5 0 26 12 7 30 5 13 14 5 16 0 7 12 26 5 3 24 35 8 1 6 19 20 21 19 20 31 23,0.4895555555555555,0.7604603174603174,0.27090476190476187,63,32.0,64.0
241,0 8 17 12 5 18 5 0 1 3 24 6 8 5 5 10 12 5 0 6 5 10 5 0 4 7 5 10 5 27 12 5 35 6 8 1 3 5 0 6 4 11 26 5 7 10 1 5 3 5 0 8 5 3 24 29 13 5 14 16 0 12 26 6 35 8 4 0 10 3 1 19 20 22 23,0.47489189189189196,0.7457432432432433,0.2708513513513513,74,37.5,75.0
242,0 12 9 10 5 4 7 26 24 3 35 8 1 6 13 14 16 0 24 0 27 1 5 5 12 7 10 5 0 12 5 4 17 26 5 0 5 10 1 19 5 20 22 23,0.5028139534883721,0.7736511627906978,0.2708372093023257,43,22.0,44.0
243,0 5 4 26 5 0 3 27 5 34 5 0 8 5 1 3 0 3 26 5 5 10 4 1 0 5 0 10 3 5 7 6 0 3 35 6 10 5 35 8 12 13 7 14 13 14 5 5 5 15 16 0 11 12 5 3 7 10 24 1 4 19 20 21 19 20 22 23,0.539865671641791,0.8106716417910448,0.2708059701492538,67,34.0,68.0
244,0 7 3 24 30 35 6 29 0 1 25 10 33 4 11 12 13 14 16 0 5 24 7 10 5 0 3 5 10 12 0 8 1 5 19 3 20 22 5 23,0.5763589743589744,0.8464358974358975,0.2700769230769231,39,20.0,40.0
245,0 7 5 0 5 35 6 27 4 34 5 0 1 3 10 5 2 24 13 14 5 15 0 5 12 7 0 7 5 5 3 8 4 26 13 14 5 15 16 0 10 19 20 31 19 20 31 23,0.4034468085106383,0.6734042553191489,0.26995744680851064,47,24.0,48.0
246,0 25 10 0 7 12 0 6 26 25 4 3 24 1 13 14 5 13 14 16 0 4 7 10 5 0 3 19 20 21 19 20 31 23,0.40003030303030307,0.6699090909090909,0.26987878787878783,33,17.0,34.0
247,0 33 7 5 25 5 10 12 3 24 5 0 27 5 5 1 9 7 10 12 13 14 15 0 33 5 8 0 10 6 5 4 8 17 18 13 5 14 5 16 0 10 0 5 17 5 25 27 28 19 20 31 0 8 5 3 12 5 7 30 29 19 20 31 5 23,0.4544,0.7240307692307691,0.2696307692307691,65,33.0,66.0
248,0 3 27 34 5 5 8 35 6 5 28 25 12 7 0 11 5 0 24 33 5 1 2 3 12 5 7 10 0 30 5 33 11 5 5 7 9 10 12 13 14 13 14 5 0 17 8 4 5 5 30 26 5 1 12 2 3 24 13 5 14 15 16 0 25 8 6 5 4 7 10 19 20 22 19 20 31 19 20 31 23,0.44978749999999995,0.7183375,0.26855,80,40.5,81.0
249,0 1 26 8 4 5 0 33 7 9 10 13 14 13 14 15 16 0 29 6 8 19 20 22 19 20 31 23,0.523962962962963,0.7923703703703703,0.2684074074074073,27,14.0,28.0
250,0 0 8 5 0 3 8 4 1 5 26 7 10 6 13 14 15 13 14 15 16 0 25 5 27 0 17 19 20 5 31 5 0 5 24 5 19 20 22 23,0.5641538461538461,0.8323589743589744,0.2682051282051283,39,20.0,40.0
251,0 6 1 2 3 34 27 26 5 12 4 2 24 7 10 8 13 14 13 14 15 16 0 7 12 10 33 1 11 19 20 5 21 19 20 21 23,0.5328611111111111,0.8005,0.26763888888888887,36,18.5,37.0
252,0 4 5 5 27 30 32 34 1 3 0 5 6 2 3 26 4 0 4 12 7 17 5 5 6 18 0 5 12 10 0 5 1 4 3 2 24 0 5 7 1 35 8 5 3 13 24 14 13 14 5 16 0 7 33 6 11 3 2 24 1 26 5 19 4 20 21 19 20 22 23,0.5292857142857142,0.7963714285714286,0.26708571428571437,70,35.5,71.0
253,0 27 4 12 5 7 5 0 17 5 24 3 1 5 0 7 32 34 5 27 5 13 14 0 5 27 24 10 12 5 7 11 33 3 0 1 12 4 5 3 5 26 5 0 1 33 11 6 8 13 14 5 5 16 0 11 1 5 3 33 27 5 34 29 30 5 0 27 5 33 0 5 7 17 28 5 18 19 5 20 22 19 20 21 23,0.4328095238095238,0.6994642857142858,0.26665476190476195,84,42.5,85.0
254,0 10 5 7 1 4 5 3 5 0 25 5 0 10 5 12 17 9 7 8 5 35 6 30 29 0 4 0 10 35 6 5 11 35 8 5 32 33 0 5 17 27 7 34 8 6 12 26 5 5 5 13 14 15 16 0 5 5 3 4 26 7 10 5 0 27 5 17 18 5 0 5 6 19 20 5 21 23,0.4886623376623377,0.7551948051948052,0.2665324675324675,77,39.0,78.0
255,0 0 29 5 1 35 6 35 8 10 5 12 5 0 12 5 3 24 0 8 7 12 5 10 5 0 29 5 8 6 7 1 10 2 3 5 27 5 5 4 34 13 14 0 6 5 4 7 26 3 24 5 5 13 14 16 0 12 11 26 4 19 20 22 0 8 30 29 12 7 11 19 20 21 23,0.48062162162162164,0.7470135135135134,0.2663918918918918,74,37.5,75.0
256,0 6 12 4 0 3 7 10 12 1 13 14 16 0 10 35 6 1 5 26 2 3 8 24 19 20 31 23,0.509,0.7753333333333333,0.2663333333333333,27,14.0,28.0
257,0 4 5 25 1 7 28 10 6 26 8 3 12 13 14 13 14 13 14 16 0 5 0 5 17 19 20 31 5 0 27 0 12 11 19 33 20 5 22 5 19 20 5 22 23,0.5338863636363637,0.8001818181818181,0.26629545454545445,44,22.5,45.0
258,0 1 4 10 5 12 0 4 12 5 7 26 5 0 10 5 7 0 4 17 5 18 5 0 10 3 25 5 24 5 13 14 5 0 3 5 13 14 15 5 16 0 7 5 0 8 5 5 4 27 26 19 20 31 0 5 5 1 33 4 19 26 20 22 23,0.461375,0.727265625,0.26589062500000005,64,32.5,65.0
