trace_index,baseline_trace,avg_no,avg_with,gain,n,avg_prefix_len,baseline_len
259,0 6 30 5 29 0 27 5 35 6 0 26 0 7 5 5 1 3 12 30 29 13 14 0 4 5 0 34 27 10 1 5 2 3 8 6 12 13 5 7 5 5 14 15 5 0 26 11 5 33 6 8 12 5 7 3 24 13 14 5 15 5 16 0 19 5 20 21 0 25 5 4 26 5 0 5 3 5 7 27 10 19 20 22 0 19 20 31 5 23,0.44142696629213485,0.7070674157303372,0.2656404494382023,89,45.0,90.0
260,0 29 5 0 7 0 17 4 7 5 26 5 0 7 0 6 0 11 5 0 1 13 5 14 16 0 17 6 11 8 0 7 19 20 31 23,0.302,0.5675714285714285,0.2655714285714285,35,18.0,36.0
261,0 4 1 6 3 24 0 7 4 26 5 3 2 24 1 12 13 14 13 14 16 0 29 0 5 10 35 6 8 5 0 5 0 5 27 4 5 26 1 5 19 3 20 24 21 19 5 20 31 23,0.44773469387755105,0.7129183673469388,0.26518367346938776,49,25.0,50.0
262,0 10 17 35 6 5 18 5 8 0 12 35 8 1 5 35 6 5 4 26 5 0 12 5 10 35 6 9 7 5 35 8 0 6 2 3 5 24 5 0 12 1 33 3 13 5 14 15 13 14 5 5 16 0 8 3 5 24 25 28 5 17 5 18 33 11 5 0 27 0 5 33 19 20 31 0 3 24 8 19 5 5 35 6 20 22 23,0.3889883720930233,0.6538953488372093,0.26490697674418606,86,43.5,87.0
263,0 4 7 10 28 8 26 3 5 1 6 13 14 0 25 12 1 7 3 9 10 13 14 15 16 0 26 12 19 7 5 20 10 21 19 20 22 23,0.5257837837837838,0.7905945945945946,0.2648108108108108,37,19.0,38.0
264,0 6 1 4 7 9 10 26 12 24 35 8 5 3 13 14 16 0 12 1 3 8 35 6 0 7 25 19 28 20 22 23,0.5107096774193549,0.7751935483870968,0.26448387096774184,31,16.0,32.0
265,0 1 5 6 8 0 27 0 12 25 5 28 7 10 4 5 26 0 5 8 12 7 0 3 12 5 7 0 11 5 5 13 14 13 14 16 0 3 6 10 8 12 7 30 19 5 29 20 22 19 20 21 23,0.48967307692307693,0.7519230769230769,0.26225,52,26.5,53.0
266,0 5 3 12 8 10 1 7 26 6 4 13 14 16 0 12 10 2 3 4 24 19 20 22 23,0.295,0.5569583333333333,0.26195833333333335,24,12.5,25.0
267,0 7 9 10 1 4 12 25 26 28 3 5 24 17 8 18 13 14 13 14 16 0 3 24 1 25 28 7 10 12 8 5 4 19 20 22 19 20 21 23,0.5665128205128206,0.8272820512820513,0.26076923076923075,39,20.0,40.0
268,0 30 33 25 26 5 28 11 12 8 9 7 10 3 0 7 12 6 8 1 13 3 24 14 16 0 25 30 29 10 5 7 2 3 24 6 12 11 33 19 20 21 23,0.4413809523809524,0.7019523809523809,0.2605714285714285,42,21.5,43.0
269,0 12 29 5 30 0 7 27 1 5 34 5 0 4 5 30 6 8 5 0 5 5 3 8 12 6 17 18 13 5 14 16 0 5 0 5 4 7 10 5 0 5 17 6 8 0 19 20 21 5 23,0.48101999999999995,0.74058,0.25956000000000007,50,25.5,51.0
270,0 26 4 12 11 33 35 8 5 1 10 7 13 14 13 14 13 14 15 16 0 5 25 12 19 7 20 10 21 19 20 31 19 20 31 23,0.4806571428571429,0.7388,0.2581428571428571,35,18.0,36.0
271,0 33 5 0 7 4 5 6 26 0 3 0 4 3 7 24 5 26 17 5 28 18 5 0 5 5 26 35 6 35 8 1 9 10 5 5 3 12 13 7 14 13 14 13 14 16 0 1 3 30 24 8 6 0 11 35 6 12 8 10 19 20 31 19 20 21 19 5 20 21 23,0.5343428571428572,0.7921857142857144,0.25784285714285715,70,35.5,71.0
272,0 6 0 4 5 3 0 5 12 1 3 5 0 5 32 33 28 25 12 0 3 33 5 17 5 11 26 4 6 8 0 10 27 7 5 5 8 35 6 13 14 15 5 0 7 5 1 3 13 14 5 13 14 16 0 12 19 20 31 0 10 6 19 8 20 21 19 20 21 23,0.5453623188405797,0.8027101449275362,0.2573478260869565,69,35.0,70.0
273,0 7 5 27 34 5 0 7 3 5 24 0 5 35 6 35 8 33 11 5 0 5 5 10 5 17 6 12 1 5 9 7 4 8 13 14 13 14 15 13 14 15 5 16 0 5 4 12 1 7 0 10 27 5 34 0 1 4 19 5 20 5 22 0 17 19 20 22 19 5 20 21 5 23,0.4655890410958904,0.7220958904109589,0.2565068493150685,73,37.0,74.0
274,0 6 5 0 6 5 0 12 5 7 10 1 5 3 5 0 17 5 27 13 34 14 15 5 16 0 4 1 3 0 12 19 20 21 23,0.3758529411764706,0.6313529411764707,0.25550000000000006,34,17.5,35.0
275,0 25 1 7 4 2 3 6 24 12 10 13 14 13 14 5 13 14 16 0 8 4 6 1 9 7 3 19 24 20 22 19 20 22 5 19 20 21 23,0.5660526315789474,0.8212368421052632,0.2551842105263158,38,19.5,39.0
276,0 7 3 5 24 1 30 29 35 8 4 35 6 10 13 14 16 0 33 4 6 26 19 20 31 23,0.29772000000000004,0.55264,0.25492,25,13.0,26.0
277,0 5 5 17 35 6 8 1 25 12 7 5 0 5 35 8 5 1 12 3 25 24 5 0 4 6 10 5 5 8 12 7 0 5 11 9 7 3 10 13 12 14 5 16 0 7 26 4 6 5 8 3 19 24 20 31 23,0.4241428571428571,0.6790178571428571,0.254875,56,28.5,57.0
278,0 3 4 26 6 12 8 1 0 7 8 13 14 15 13 14 15 16 0 6 0 4 1 7 3 9 10 12 19 20 31 5 19 20 21 23,0.6217142857142858,0.8764,0.2546857142857142,35,18.0,36.0
279,0 17 5 0 25 5 12 5 7 26 4 5 0 25 28 5 7 10 0 7 5 4 26 5 0 10 1 26 5 3 5 13 24 14 0 3 6 35 8 5 27 26 5 34 5 0 6 5 25 4 3 26 5 13 14 5 13 14 16 0 8 17 5 5 35 6 18 19 20 22 19 20 5 31 5 0 25 5 27 7 10 5 0 8 5 12 1 3 7 5 19 20 5 31 23,0.3780531914893617,0.6325425531914894,0.25448936170212777,94,47.5,95.0
280,0 12 5 0 26 11 5 33 0 3 1 4 5 12 5 26 0 4 5 0 1 5 5 8 12 6 17 5 0 27 5 11 33 12 7 13 5 14 13 5 14 16 0 8 7 10 24 12 0 1 30 5 29 4 26 19 20 21 19 20 21 23,0.5508852459016393,0.8049672131147542,0.2540819672131148,61,31.0,62.0
281,0 30 5 0 17 5 0 30 5 7 0 6 5 0 7 5 3 0 27 5 4 26 25 6 12 5 8 5 0 7 1 4 10 26 5 13 14 5 13 14 5 13 14 5 16 0 19 20 5 21 0 5 17 10 5 0 26 7 10 5 5 1 19 20 22 19 20 5 21 23,0.5158695652173912,0.7677391304347827,0.25186956521739146,69,35.0,70.0
282,0 1 4 6 3 8 7 25 10 12 5 28 13 14 16 0 4 0 28 7 2 3 10 12 1 19 20 22 23,0.5043928571428571,0.75625,0.2518571428571429,28,14.5,29.0
283,0 0 12 5 25 3 24 5 0 3 7 1 10 13 5 5 12 14 15 0 27 26 4 5 17 5 18 5 9 7 8 10 5 30 29 12 13 14 16 0 25 12 1 3 19 20 22 0 28 4 26 30 19 29 20 22 23,0.5320892857142857,0.7830357142857143,0.25094642857142857,56,28.5,57.0
284,0 1 29 5 30 0 26 10 5 5 8 4 6 25 28 5 0 5 27 5 6 10 35 8 17 18 0 8 7 3 10 5 12 13 5 14 13 5 14 15 5 13 14 16 0 30 8 19 20 31 19 20 22 0 12 19 20 21 23,0.49539655172413793,0.7463103448275862,0.25091379310344825,58,29.5,59.0
285,0 6 7 10 26 4 0 3 12 0 8 1 3 12 26 7 35 6 10 13 14 13 5 14 16 0 3 7 6 8 4 10 26 29 30 5 19 20 22 19 20 21 23,0.6212619047619048,0.8720714285714286,0.2508095238095238,42,21.5,43.0
286,0 1 4 26 6 35 8 0 3 7 10 12 25 5 6 8 13 14 13 14 15 16 0 4 2 3 5 5 24 19 20 22 5 0 5 7 4 0 5 7 10 19 5 20 22 23,0.5481555555555556,0.7987555555555557,0.25060000000000004,45,23.0,46.0
287,0 6 26 4 0 10 1 7 11 5 33 3 4 24 25 28 13 14 15 13 14 15 16 0 3 5 4 26 2 24 7 19 10 20 12 22 19 20 21 23,0.6145384615384615,0.8643076923076922,0.24976923076923074,39,20.0,40.0
288,0 7 5 0 5 7 25 30 29 5 0 1 5 28 5 25 7 10 0 7 5 2 3 24 1 17 28 25 9 10 13 5 5 12 14 5 0 8 5 4 26 5 30 5 12 29 13 14 13 14 16 0 4 12 3 33 2 24 8 35 6 7 10 19 20 22 19 20 31 19 5 20 21 23,0.4657671232876712,0.7152328767123288,0.2494657534246576,73,37.0,74.0
289,0 0 17 5 27 34 5 0 7 35 6 30 5 8 0 12 3 5 27 5 2 24 29 30 5 0 4 1 5 3 0 6 10 5 12 5 13 14 16 0 4 1 3 0 25 4 3 26 29 30 19 20 21 23,0.4705471698113208,0.7190188679245283,0.24847169811320752,53,27.0,54.0
290,0 6 7 5 12 0 12 0 1 7 13 10 5 5 14 12 0 5 12 4 7 9 10 5 0 5 3 10 5 17 12 1 5 4 7 26 13 14 0 1 5 8 26 5 6 12 7 5 0 4 5 12 13 7 5 14 16 0 8 0 19 5 20 22 0 4 19 5 20 31 0 3 5 8 27 1 5 34 19 5 20 22 23,0.44340243902439025,0.6893780487804878,0.24597560975609756,82,41.5,83.0
291,0 8 5 0 5 3 7 1 10 13 5 12 14 0 8 5 25 17 10 18 5 29 30 35 6 0 5 5 6 10 12 27 7 33 11 13 5 14 15 13 14 5 16 0 24 4 26 19 20 22 19 20 31 0 10 7 26 4 8 6 19 20 21 23,0.47320634920634924,0.719031746031746,0.24582539682539678,63,32.0,64.0
292,0 28 0 5 7 4 17 26 5 0 5 25 7 27 5 10 12 0 6 5 12 7 5 26 4 5 0 6 5 10 12 25 5 28 27 34 5 0 12 5 0 1 26 3 5 5 4 13 14 15 16 0 28 7 10 4 11 26 19 20 21 23,0.44345901639344265,0.6891311475409836,0.24567213114754094,61,31.0,62.0
293,0 12 6 5 4 8 5 0 27 17 5 29 5 18 1 3 5 0 5 8 3 5 0 7 1 3 4 5 26 13 14 5 16 0 7 12 5 17 5 0 5 10 35 6 8 12 5 0 4 3 24 19 20 5 21 5 23,0.5044285714285714,0.7485714285714286,0.2441428571428571,56,28.5,57.0
294,0 7 30 29 8 6 9 10 12 0 4 7 5 1 35 6 25 8 13 14 15 13 14 16 0 1 3 5 2 24 27 8 5 6 5 0 1 5 2 3 5 0 17 10 3 12 19 7 20 5 31 19 5 5 5 20 22 23,0.5021578947368421,0.7461929824561404,0.24403508771929827,57,29.0,58.0
295,0 10 26 5 5 1 3 27 0 12 6 5 8 5 0 8 5 26 10 5 4 11 3 24 5 0 25 17 18 2 3 24 1 7 5 5 5 5 26 10 13 14 16 0 30 0 12 19 20 31 23,0.41340000000000005,0.6570999999999999,0.24369999999999986,50,25.5,51.0
296,0 7 0 11 0 5 1 8 6 0 10 5 6 8 0 11 25 5 10 28 8 26 5 4 5 0 3 17 7 18 12 13 5 14 13 14 5 5 15 5 0 4 5 1 3 10 27 12 5 7 13 14 5 15 16 0 7 3 24 0 29 12 7 19 20 21 19 20 22 19 20 22 5 23,0.4817945205479452,0.7242876712328766,0.24249315068493144,73,37.0,74.0
297,0 6 5 34 27 5 0 25 30 12 26 7 17 5 10 24 5 1 5 3 0 5 11 27 4 32 34 26 5 1 3 0 5 12 1 2 3 5 4 26 6 0 5 10 26 8 5 4 7 13 5 14 13 14 16 0 33 7 28 10 12 0 33 25 1 28 5 10 19 12 7 20 21 19 20 31 23,0.47602631578947363,0.7165394736842106,0.24051315789473693,76,38.5,77.0
298,0 11 27 34 5 12 5 7 0 5 35 6 17 18 5 0 33 0 10 12 5 27 7 34 25 5 28 35 8 5 1 13 3 5 24 14 16 0 11 35 8 6 0 4 10 12 34 7 19 20 31 23,0.4001176470588235,0.6405490196078432,0.24043137254901964,51,26.0,52.0
299,0 33 26 4 5 17 3 18 5 29 30 0 11 27 5 5 34 3 2 24 0 3 1 5 28 25 5 0 5 0 6 3 5 29 2 24 5 25 28 5 0 5 28 6 8 5 24 3 11 33 5 0 10 4 12 7 13 14 5 13 14 5 13 5 14 16 0 10 6 4 8 19 20 22 0 6 8 5 30 29 19 20 22 19 20 31 23,0.4603139534883721,0.6997209302325582,0.2394069767441861,86,43.5,87.0
300,0 5 1 30 29 0 3 5 25 5 0 5 29 35 6 26 8 0 27 5 7 6 10 12 5 30 29 0 5 26 12 4 5 7 3 10 13 14 5 15 0 11 26 4 1 13 5 3 5 14 13 14 15 5 16 0 3 7 25 19 20 22 0 10 5 1 19 3 20 24 22 19 20 21 23,0.4672972972972973,0.7044594594594595,0.23716216216216224,74,37.5,75.0
301,0 17 5 5 6 8 3 33 24 5 0 8 0 1 0 5 18 1 7 0 5 10 26 4 5 32 33 7 5 11 13 14 15 5 0 5 7 5 5 35 6 26 1 3 27 8 4 10 13 14 5 13 14 16 0 8 10 6 12 18 19 17 5 20 22 19 20 22 0 19 20 22 23,0.5118194444444444,0.7486111111111111,0.23679166666666673,72,36.5,73.0
302,0 12 0 5 0 5 6 33 5 7 27 10 12 4 5 0 3 5 12 5 26 10 30 1 13 14 5 16 0 1 30 12 29 35 6 10 7 5 19 20 22 23,0.4032439024390244,0.64,0.2367560975609756,41,21.0,42.0
303,0 12 25 5 28 5 0 0 27 5 17 7 10 5 0 11 35 6 25 5 28 5 0 4 8 5 5 25 1 28 2 3 5 11 24 12 13 5 7 14 5 0 11 5 1 13 5 14 13 14 16 0 5 17 7 10 5 0 0 5 25 19 20 21 19 5 20 31 5 0 4 5 27 19 5 34 20 21 23,0.4705384615384615,0.707076923076923,0.23653846153846153,78,39.5,79.0
304,0 10 4 7 26 0 1 4 24 33 3 6 26 8 0 12 25 28 35 8 6 4 26 32 34 10 27 7 1 3 5 13 14 15 13 14 13 14 15 16 0 19 20 31 5 0 1 7 12 10 5 3 19 20 22 19 20 22 23,0.562896551724138,0.7992758620689655,0.2363793103448275,58,29.5,59.0
305,0 4 5 1 27 2 3 0 4 5 9 7 3 10 13 12 5 14 15 5 0 7 13 5 14 0 7 1 3 5 6 5 24 0 10 5 12 5 7 25 4 28 5 0 5 6 5 7 10 1 3 13 14 16 0 5 7 5 28 25 27 34 0 7 3 24 19 20 5 31 19 5 5 20 21 0 5 8 5 1 3 4 26 12 19 20 5 22 23,0.4324090909090909,0.6687500000000001,0.23634090909090916,88,44.5,89.0
306,0 8 3 24 33 4 11 9 7 10 1 29 6 25 12 13 5 14 15 16 0 0 1 5 17 18 4 12 5 9 7 5 0 27 5 5 4 26 6 8 11 0 12 5 19 5 20 22 23,0.4998958333333334,0.7358750000000001,0.23597916666666668,48,24.5,49.0
307,0 24 1 4 3 8 0 26 29 30 11 33 4 10 12 0 33 7 10 12 35 6 35 8 13 14 13 5 14 16 0 7 12 10 19 20 31 0 1 19 20 21 23,0.46959523809523807,0.7055238095238096,0.2359285714285715,42,21.5,43.0
308,0 5 12 10 0 5 5 3 9 10 12 8 35 6 5 0 12 8 5 35 6 0 25 7 27 10 12 6 5 35 8 5 3 0 1 4 7 26 9 10 17 18 5 5 6 35 8 13 5 14 5 13 14 16 0 4 30 29 25 28 10 12 0 8 5 7 1 10 12 18 17 25 6 28 19 20 22 19 20 22 23,0.4479,0.6832,0.2353,80,40.5,81.0
309,0 5 6 1 0 5 1 25 4 26 0 5 25 3 7 24 5 0 5 4 25 28 0 5 3 35 6 10 35 8 5 12 5 29 9 7 13 14 15 5 0 5 6 10 1 12 5 7 8 5 13 14 16 0 5 17 29 30 4 3 10 5 5 19 12 20 7 22 5 0 1 0 5 19 20 21 23,0.48647368421052634,0.7215657894736842,0.23509210526315788,76,38.5,77.0
310,0 11 24 5 1 2 3 6 25 26 28 7 12 10 35 8 13 14 15 13 14 15 16 0 1 25 19 20 22 0 3 26 4 19 20 22 23,0.6041666666666666,0.8382499999999999,0.2340833333333333,36,18.5,37.0
311,0 0 5 4 26 27 34 5 8 33 6 0 11 25 5 7 10 26 5 4 8 6 5 2 3 17 18 5 0 5 28 6 5 12 7 1 3 25 8 5 0 3 5 7 26 1 4 5 8 6 0 4 5 10 28 25 12 5 7 13 14 5 16 0 5 1 3 24 5 0 3 5 0 5 1 7 10 5 0 5 17 30 29 12 7 19 5 20 5 21 23,0.4832111111111111,0.7165555555555555,0.2333444444444444,90,45.5,91.0
312,0 1 0 4 5 1 5 0 3 8 6 5 5 27 1 34 5 0 6 0 1 17 5 9 10 12 5 0 4 5 35 8 12 7 1 25 28 35 6 5 13 5 14 0 5 35 6 7 13 10 12 14 5 16 0 17 12 5 7 24 5 3 10 0 1 5 8 19 35 6 5 20 21 0 5 26 5 7 27 9 10 12 0 1 9 7 10 12 19 5 20 22 5 23,0.3588709677419355,0.5918387096774194,0.23296774193548386,93,47.0,94.0
313,0 5 0 8 17 5 10 18 5 6 5 0 5 7 26 1 4 6 8 30 5 29 0 25 10 5 4 5 12 1 7 5 8 30 6 27 0 3 5 6 5 1 8 12 13 5 7 10 14 16 0 1 12 7 0 4 19 20 22 23,0.43491525423728816,0.6667627118644067,0.23184745762711856,59,30.0,60.0
314,0 7 5 3 24 0 8 5 0 7 5 0 25 9 7 8 10 5 5 12 0 17 5 12 27 7 5 10 0 4 5 5 35 8 1 6 13 14 5 0 4 7 3 24 26 5 33 5 11 10 5 12 13 14 13 5 14 15 16 0 19 5 20 21 5 0 30 26 4 5 27 12 5 34 24 2 3 0 26 17 18 9 7 10 19 20 5 31 19 5 20 5 5 21 23,0.3642446808510638,0.5942553191489361,0.23001063829787233,94,47.5,95.0
315,0 10 5 27 0 17 4 5 3 26 5 10 5 0 5 4 10 5 1 12 7 5 0 4 1 12 5 3 5 24 5 0 12 5 0 10 7 25 11 33 1 5 4 3 12 24 5 5 5 13 14 0 5 8 9 7 5 9 10 6 13 14 16 0 3 12 19 7 20 10 22 5 0 24 6 35 8 10 19 20 22 23,0.46996296296296297,0.6998271604938272,0.22986419753086423,81,41.0,82.0
316,0 5 0 10 12 7 5 25 5 6 0 3 7 28 10 5 5 12 5 0 8 0 30 5 12 5 7 27 34 0 5 17 10 12 6 5 1 5 8 13 5 14 13 14 13 14 16 0 1 25 2 24 3 19 20 21 19 20 22 19 5 20 21 23,0.5102539682539683,0.7385396825396825,0.2282857142857142,63,32.0,64.0
317,0 10 4 8 35 6 1 3 12 7 0 7 35 6 3 8 1 26 4 13 14 16 0 12 6 5 8 9 7 4 1 19 2 3 24 20 21 23,0.5124864864864864,0.7395675675675676,0.22708108108108116,37,19.0,38.0
318,0 10 0 8 25 33 28 1 7 12 9 10 3 24 13 5 14 13 14 13 14 16 0 8 1 3 19 20 22 0 12 6 19 20 21 19 20 22 23,0.5815,0.8076315789473685,0.22613157894736846,38,19.5,39.0
319,0 5 5 27 17 18 6 8 5 0 25 17 6 5 18 4 26 5 12 5 1 7 10 5 0 7 10 25 12 8 6 5 5 13 14 0 7 25 35 8 5 5 28 13 14 5 0 5 12 1 3 0 12 2 3 5 5 24 13 14 16 0 10 12 19 20 31 0 3 28 7 25 4 26 19 20 5 22 19 20 31 23,0.4594691358024691,0.6825802469135802,0.2231111111111111,81,41.0,82.0
320,0 17 5 25 28 0 25 8 5 6 0 8 5 7 5 10 26 4 12 5 0 5 4 3 5 0 7 1 5 10 13 5 12 14 16 0 7 30 29 5 0 25 33 1 3 19 20 22 23,0.43427083333333333,0.6538541666666667,0.2195833333333334,48,24.5,49.0
321,0 30 4 7 26 1 10 2 3 24 33 11 0 29 7 9 10 24 8 3 0 7 29 3 30 12 13 14 16 0 5 6 12 5 0 29 0 3 5 6 8 0 11 19 5 5 20 22 23,0.5783125,0.7940416666666666,0.21572916666666664,48,24.5,49.0
322,0 3 26 4 0 25 12 6 8 4 26 10 0 7 1 3 4 26 13 14 13 14 16 0 3 5 11 5 33 19 20 22 0 5 3 10 7 12 5 0 8 5 27 6 5 0 5 5 6 1 2 3 10 12 17 19 5 18 20 22 23,0.4349,0.64955,0.21464999999999995,60,30.5,61.0
323,0 8 5 3 5 0 5 24 10 12 5 0 6 10 12 7 5 5 35 8 5 0 10 35 8 5 6 0 7 4 5 26 0 7 5 28 25 5 1 13 3 5 24 14 13 14 16 0 8 5 26 4 5 0 30 5 6 8 0 5 5 1 9 10 12 17 27 18 5 19 20 22 19 20 21 5 23,0.469171052631579,0.6838026315789474,0.2146315789473684,76,38.5,77.0
324,0 24 9 10 1 12 5 4 5 7 5 0 12 2 3 5 24 0 5 10 27 34 0 7 29 10 5 5 12 30 5 0 5 4 5 1 3 12 7 0 5 17 3 24 13 5 14 5 0 5 5 8 3 10 13 12 7 14 16 0 6 26 7 1 3 8 4 10 25 12 28 19 20 22 5 19 20 22 23,0.5011666666666666,0.7101794871794872,0.20901282051282055,78,39.5,79.0
325,0 12 5 27 34 5 0 5 8 25 10 28 0 10 5 8 6 0 17 5 26 5 10 1 12 7 0 3 12 7 5 5 35 6 8 0 5 1 10 7 12 4 5 13 14 15 0 27 12 13 5 14 5 16 0 8 0 1 6 5 8 26 12 7 19 20 31 19 20 22 23,0.4716,0.6791428571428572,0.20754285714285714,70,35.5,71.0
326,0 7 5 0 33 7 5 17 18 10 5 12 0 5 25 3 2 24 35 6 5 4 8 5 0 5 4 7 5 0 5 10 8 26 6 5 1 33 3 11 13 14 15 13 5 14 5 15 0 5 33 1 6 8 5 0 5 30 5 27 13 14 16 0 5 0 0 10 5 5 29 8 30 5 19 5 20 31 19 20 22 19 20 31 23,0.4786547619047619,0.6821904761904762,0.20353571428571432,84,42.5,85.0
327,0 7 9 10 5 5 2 3 12 6 8 5 0 28 0 5 27 17 29 18 7 5 10 1 5 0 5 1 5 8 3 25 24 4 26 35 6 5 13 14 15 0 10 2 3 8 5 35 6 5 5 4 30 13 29 14 16 0 12 5 0 5 4 6 8 5 0 0 19 20 22 5 19 20 22 5 23,0.5235131578947368,0.7234999999999999,0.19998684210526307,76,38.5,77.0
328,0 12 0 4 5 0 10 5 0 12 5 0 5 3 12 8 5 35 6 7 10 5 0 26 6 27 5 35 8 3 5 24 4 12 5 7 0 25 4 7 26 5 11 33 12 5 8 6 1 3 17 5 13 18 14 5 5 13 14 16 0 3 8 6 5 11 28 33 19 20 21 19 20 22 23,0.5126216216216216,0.706972972972973,0.1943513513513514,74,37.5,75.0
329,0 5 0 4 17 5 18 0 1 5 0 5 12 4 1 26 0 33 5 0 27 7 5 10 13 5 14 13 14 16 0 33 4 5 3 26 19 20 21 19 20 21 23,0.5450952380952381,0.7387142857142857,0.19361904761904758,42,21.5,43.0
330,0 4 35 6 5 8 5 0 17 26 10 5 12 5 0 5 5 1 25 7 28 4 26 5 0 5 27 4 5 3 26 10 12 5 0 4 5 5 12 7 10 13 14 0 25 10 8 12 7 5 6 13 5 14 5 16 0 27 5 4 5 0 25 19 20 5 21 5 0 17 5 7 5 0 5 8 19 20 22 5 23,0.45366249999999997,0.6440875,0.19042500000000007,80,40.5,81.0
331,0 5 12 4 26 5 0 17 5 0 5 12 8 5 27 6 1 3 0 5 7 6 35 8 5 0 7 1 5 3 5 5 27 25 34 13 14 13 14 16 0 25 35 8 3 6 5 4 26 33 7 11 19 20 22 19 20 22 23,0.5870172413793103,0.7715862068965518,0.18456896551724145,58,29.5,59.0
332,0 5 35 8 3 24 0 6 5 8 0 11 7 5 27 5 10 34 2 24 3 0 4 1 12 5 3 25 5 28 6 5 10 8 7 13 14 5 16 0 6 0 7 1 28 25 19 20 22 23,0.4477142857142857,0.6311020408163265,0.1833877551020408,49,25.0,50.0
333,0 5 4 7 9 10 0 5 30 8 6 5 0 17 35 8 5 3 6 5 0 7 26 5 24 4 0 30 35 8 6 12 26 5 4 7 1 3 5 5 24 0 1 12 26 7 24 3 5 28 5 25 5 0 5 7 10 5 5 3 12 13 14 13 14 15 16 0 1 0 7 0 3 5 25 28 0 17 5 5 12 19 5 20 21 19 20 22 23,0.4953068181818182,0.6783863636363636,0.1830795454545454,88,44.5,89.0
334,0 4 6 8 10 7 0 12 10 1 3 35 8 7 6 13 14 5 13 14 16 0 29 12 19 20 22 0 4 10 12 19 20 22 23,0.49500000000000005,0.6768529411764707,0.1818529411764706,34,17.5,35.0
335,0 26 5 8 6 5 0 5 26 5 8 2 3 24 4 0 5 6 5 27 34 4 26 7 10 0 4 11 26 5 32 33 5 0 5 1 8 5 4 10 26 17 18 0 4 1 5 3 5 12 24 13 5 14 13 14 15 16 0 7 25 28 0 10 8 30 6 12 19 5 20 21 19 20 22 23,0.515,0.6915333333333333,0.17653333333333332,75,38.0,76.0
336,0 3 0 26 5 0 5 7 6 8 1 5 3 12 0 7 4 26 3 5 5 24 0 1 5 8 13 6 5 14 15 5 0 17 12 5 7 0 4 5 27 5 7 34 25 13 5 28 14 15 16 0 0 27 7 5 10 0 0 5 17 19 20 22 19 5 20 22 23,0.44988235294117646,0.6216323529411765,0.17175,68,34.5,69.0
337,0 30 11 25 33 6 12 8 0 1 7 10 8 33 6 26 13 14 16 0 12 19 20 31 23,0.2733333333333334,0.4450416666666667,0.17170833333333335,24,12.5,25.0
338,0 1 12 3 7 10 0 7 10 6 8 0 1 8 6 26 11 4 13 14 16 0 7 6 1 8 30 29 5 10 19 12 20 22 23,0.5399411764705883,0.7028235294117647,0.16288235294117648,34,17.5,35.0
339,0 28 1 2 3 27 5 5 34 12 7 0 10 0 5 1 8 25 6 5 0 8 10 17 5 12 0 10 4 26 5 1 3 5 5 28 25 7 13 14 16 0 3 0 10 26 4 19 20 22 23,0.35806,0.49664,0.13858000000000004,50,25.5,51.0
